Aggregate tradeId,Price,Quantity,First tradeId,Last tradeId,Timestamp,Was the buyer the maker?,Was the trade the best price match?
176343517,0.03288700,5.12500000,197110372,197110373,2020-10-12 07:51:43.223,True,True
176343518,0.03289300,3.81400000,197110374,197110374,2020-10-12 07:51:45.012,True,True
176343519,0.03289400,0.01100000,197110375,197110375,2020-10-12 07:51:45.270,False,True
176343520,0.03289600,0.00400000,197110376,197110376,2020-10-12 07:51:45.270,False,True
176343521,0.03289800,0.13900000,197110377,197110377,2020-10-12 07:51:45.270,False,True
176343522,0.03289900,0.30800000,197110378,197110380,2020-10-12 07:51:45.270,False,True
176343523,0.03290000,0.44100000,197110381,197110381,2020-10-12 07:51:45.321,True,True
176343524,0.03289700,0.14100000,197110382,197110382,2020-10-12 07:51:46.763,False,True
176343525,0.03289800,0.14400000,197110383,197110383,2020-10-12 07:51:46.763,False,True
176343526,0.03290000,0.18200000,197110384,197110384,2020-10-12 07:51:46.763,False,True
176343527,0.03290100,0.00400000,197110385,197110385,2020-10-12 07:51:46.763,False,True
176343528,0.03290200,0.25300000,197110386,197110386,2020-10-12 07:51:46.763,False,True
176343529,0.03290300,0.62900000,197110387,197110387,2020-10-12 07:51:46.763,False,True
176343530,0.03290300,0.10600000,197110388,197110388,2020-10-12 07:51:46.769,False,True
176343531,0.03290000,0.10000000,197110389,197110389,2020-10-12 07:51:49.946,False,True
176343532,0.03290100,1.00000000,197110390,197110390,2020-10-12 07:52:00.425,False,True
176343533,0.03290100,0.03100000,197110391,197110391,2020-10-12 07:52:01.430,False,True
176343534,0.03290100,0.03000000,197110392,197110392,2020-10-12 07:52:03.426,False,True
176343535,0.03289900,0.16200000,197110393,197110395,2020-10-12 07:52:04.012,True,True
176343536,0.03289800,0.86400000,197110396,197110396,2020-10-12 07:52:04.012,True,True
176343537,0.03289800,0.58800000,197110397,197110397,2020-10-12 07:52:04.491,True,True
176343538,0.03290100,0.34300000,197110398,197110398,2020-10-12 07:52:08.179,True,True
176343539,0.03290000,0.42300000,197110399,197110399,2020-10-12 07:52:08.179,True,True
176343540,0.03289900,2.07900000,197110400,197110401,2020-10-12 07:52:14.723,True,True
176343541,0.03289900,1.18200000,197110402,197110403,2020-10-12 07:52:17.884,True,True
176343542,0.03289800,1.77900000,197110404,197110404,2020-10-12 07:52:17.991,True,True
176343543,0.03289700,0.01900000,197110405,197110405,2020-10-12 07:52:19.649,True,True
176343544,0.03289600,0.00400000,197110406,197110406,2020-10-12 07:52:19.649,True,True
176343545,0.03289400,0.20400000,197110407,197110407,2020-10-12 07:52:19.649,True,True
176343546,0.03289300,0.46300000,197110408,197110408,2020-10-12 07:52:19.649,True,True
176343547,0.03289300,1.01200000,197110409,197110409,2020-10-12 07:52:19.999,True,True
176343548,0.03289600,0.93600000,197110410,197110410,2020-10-12 07:52:20.313,False,True
176343549,0.03289600,2.72300000,197110411,197110411,2020-10-12 07:52:25.052,False,True
176343550,0.03289700,1.23300000,197110412,197110412,2020-10-12 07:52:25.166,False,True
176343551,0.03289700,0.93400000,197110413,197110413,2020-10-12 07:52:27.760,True,True
176343552,0.03289600,22.47100000,197110414,197110414,2020-10-12 07:52:31.453,True,True
176343553,0.03289800,0.47700000,197110415,197110416,2020-10-12 07:52:32.671,False,True
176343554,0.03289900,3.45300000,197110417,197110417,2020-10-12 07:52:32.759,False,True
176343555,0.03289700,0.25400000,197110418,197110418,2020-10-12 07:52:33.088,True,True
176343556,0.03289700,1.01500000,197110419,197110419,2020-10-12 07:52:36.092,True,True
176343557,0.03289500,1.21500000,197110420,197110420,2020-10-12 07:52:43.646,True,True
176343558,0.03289700,0.41000000,197110421,197110421,2020-10-12 07:52:47.357,False,True
176343559,0.03289900,0.59000000,197110422,197110422,2020-10-12 07:52:47.357,False,True
176343560,0.03289500,0.82800000,197110423,197110423,2020-10-12 07:52:52.345,True,True
176343561,0.03289400,4.68800000,197110424,197110424,2020-10-12 07:52:52.536,True,True
176343562,0.03289400,0.01800000,197110425,197110425,2020-10-12 07:52:52.732,True,True
176343563,0.03289500,0.44000000,197110426,197110426,2020-10-12 07:52:55.109,True,True
176343564,0.03289500,1.17000000,197110427,197110427,2020-10-12 07:52:55.334,True,True
176343565,0.03289500,0.39200000,197110428,197110428,2020-10-12 07:52:56.040,True,True
176343566,0.03289400,19.42400000,197110429,197110430,2020-10-12 07:53:00.065,True,True
176343567,0.03289300,0.01100000,197110431,197110431,2020-10-12 07:53:00.341,True,True
176343568,0.03289300,8.46400000,197110432,197110433,2020-10-12 07:53:01.765,True,True
176343569,0.03289200,0.01500000,197110434,197110434,2020-10-12 07:53:07.693,True,True
176343570,0.03289400,0.87500000,197110435,197110435,2020-10-12 07:53:07.808,False,True
176343571,0.03289200,0.01500000,197110436,197110436,2020-10-12 07:53:08.546,True,True
176343572,0.03289300,0.35800000,197110437,197110437,2020-10-12 07:53:08.921,False,True
176343573,0.03289400,1.34300000,197110438,197110438,2020-10-12 07:53:08.921,False,True
176343574,0.03289500,1.30800000,197110439,197110439,2020-10-12 07:53:08.921,False,True
176343575,0.03289100,0.58100000,197110440,197110441,2020-10-12 07:53:08.997,True,True
176343576,0.03289500,0.01900000,197110442,197110442,2020-10-12 07:53:10.278,False,True
176343577,0.03289000,0.13800000,197110443,197110443,2020-10-12 07:53:14.525,True,True
176343578,0.03288800,1.09000000,197110444,197110444,2020-10-12 07:53:14.525,True,True
176343579,0.03289100,2.16500000,197110445,197110445,2020-10-12 07:53:15.380,False,True
176343580,0.03289100,2.09600000,197110446,197110446,2020-10-12 07:53:17.811,False,True
176343581,0.03289200,0.06700000,197110447,197110447,2020-10-12 07:53:21.115,False,True
176343582,0.03289200,0.24400000,197110448,197110448,2020-10-12 07:53:24.082,False,True
176343583,0.03289100,0.47200000,197110449,197110449,2020-10-12 07:53:26.516,False,True
176343584,0.03289200,1.55400000,197110450,197110450,2020-10-12 07:53:26.897,False,True
176343585,0.03289200,13.04900000,197110451,197110451,2020-10-12 07:53:28.022,False,True
176343586,0.03288900,0.31000000,197110452,197110452,2020-10-12 07:53:33.430,True,True
176343587,0.03288900,0.45600000,197110453,197110453,2020-10-12 07:53:35.068,True,True
176343588,0.03288900,3.55700000,197110454,197110455,2020-10-12 07:53:35.174,True,True
176343589,0.03288900,0.66100000,197110456,197110456,2020-10-12 07:53:35.334,True,True
176343590,0.03288800,1.60100000,197110457,197110457,2020-10-12 07:53:35.488,True,True
176343591,0.03288800,6.75000000,197110458,197110458,2020-10-12 07:53:36.334,True,True
176343592,0.03289200,0.06400000,197110459,197110459,2020-10-12 07:53:45.678,False,True
176343593,0.03289200,0.14900000,197110460,197110460,2020-10-12 07:53:45.688,False,True
176343594,0.03289200,0.12300000,197110461,197110461,2020-10-12 07:53:45.688,False,True
176343595,0.03289200,0.01300000,197110462,197110462,2020-10-12 07:53:45.690,False,True
176343596,0.03289300,0.53500000,197110463,197110463,2020-10-12 07:53:45.690,False,True
176343597,0.03289300,0.05500000,197110464,197110464,2020-10-12 07:53:45.695,False,True
176343598,0.03289300,0.03900000,197110465,197110465,2020-10-12 07:53:45.875,False,True
176343599,0.03289200,0.29700000,197110466,197110466,2020-10-12 07:53:46.681,False,True
176343600,0.03289200,0.13300000,197110467,197110467,2020-10-12 07:53:46.999,False,True
176343601,0.03289200,0.24100000,197110468,197110468,2020-10-12 07:53:47.311,False,True
176343602,0.03289300,12.73100000,197110469,197110469,2020-10-12 07:53:47.835,False,True
176343603,0.03289300,0.06100000,197110470,197110470,2020-10-12 07:53:49.698,False,True
176343604,0.03289300,0.45900000,197110471,197110471,2020-10-12 07:53:49.875,False,True
176343605,0.03289200,0.08800000,197110472,197110472,2020-10-12 07:53:52.377,True,True
176343606,0.03289300,0.03100000,197110473,197110473,2020-10-12 07:53:55.658,False,True
176343607,0.03289300,0.66500000,197110474,197110474,2020-10-12 07:53:55.800,False,True
176343608,0.03289300,36.14400000,197110475,197110476,2020-10-12 07:54:00.260,False,True
176343609,0.03289400,1.95600000,197110477,197110477,2020-10-12 07:54:00.260,False,True
176343610,0.03289500,13.35800000,197110478,197110478,2020-10-12 07:54:00.260,False,True
176343611,0.03289600,0.00400000,197110479,197110479,2020-10-12 07:54:00.260,False,True
176343612,0.03289700,0.25000000,197110480,197110480,2020-10-12 07:54:00.260,False,True
176343613,0.03289900,7.50000000,197110481,197110481,2020-10-12 07:54:00.260,False,True
176343614,0.03290000,10.93800000,197110482,197110483,2020-10-12 07:54:00.260,False,True
176343615,0.03290000,6.31300000,197110484,197110484,2020-10-12 07:54:00.420,True,True
176343616,0.03290000,14.09400000,197110485,197110485,2020-10-12 07:54:00.536,True,True
176343617,0.03290000,15.13900000,197110486,197110486,2020-10-12 07:54:00.727,True,True
176343618,0.03290000,0.86400000,197110487,197110487,2020-10-12 07:54:00.826,True,True
176343619,0.03290000,0.02600000,197110488,197110488,2020-10-12 07:54:00.926,True,True
176343620,0.03290000,0.45900000,197110489,197110489,2020-10-12 07:54:00.945,True,True
176343621,0.03290000,7.27500000,197110490,197110490,2020-10-12 07:54:00.947,True,True
176343622,0.03290000,14.51000000,197110491,197110491,2020-10-12 07:54:01.048,True,True
176343623,0.03290000,1.82700000,197110492,197110493,2020-10-12 07:54:01.150,True,True
176343624,0.03289500,1.44300000,197110494,197110494,2020-10-12 07:54:01.265,False,True
176343625,0.03289400,0.18200000,197110495,197110495,2020-10-12 07:54:05.685,True,True
176343626,0.03289300,0.01600000,197110496,197110496,2020-10-12 07:54:12.061,True,True
176343627,0.03289300,0.51800000,197110497,197110497,2020-10-12 07:54:15.372,True,True
176343628,0.03289300,0.07400000,197110498,197110498,2020-10-12 07:54:22.305,True,True
176343629,0.03289500,0.17400000,197110499,197110499,2020-10-12 07:54:24.522,False,True
176343630,0.03289300,0.15600000,197110500,197110500,2020-10-12 07:54:27.136,True,True
176343631,0.03289100,0.00400000,197110501,197110501,2020-10-12 07:54:39.726,True,True
176343632,0.03288900,0.18600000,197110502,197110502,2020-10-12 07:54:39.726,True,True
176343633,0.03288800,1.33800000,197110503,197110503,2020-10-12 07:54:39.863,True,True
176343634,0.03288600,0.46000000,197110504,197110505,2020-10-12 07:54:39.966,True,True
176343635,0.03288600,0.54400000,197110506,197110506,2020-10-12 07:54:40.726,True,True
176343636,0.03288700,0.42100000,197110507,197110507,2020-10-12 07:54:40.733,False,True
176343637,0.03288500,1.32100000,197110508,197110508,2020-10-12 07:54:40.952,True,True
176343638,0.03288500,1.32100000,197110509,197110509,2020-10-12 07:54:40.964,True,True
176343639,0.03288500,11.15400000,197110510,197110510,2020-10-12 07:54:41.062,True,True
176343640,0.03288500,2.53400000,197110511,197110511,2020-10-12 07:54:41.164,True,True
176343641,0.03289000,6.17100000,197110512,197110513,2020-10-12 07:54:44.557,True,True
176343642,0.03289000,6.00000000,197110514,197110514,2020-10-12 07:54:44.658,True,True
176343643,0.03289000,2.79600000,197110515,197110515,2020-10-12 07:54:45.183,True,True
176343644,0.03289000,2.23600000,197110516,197110516,2020-10-12 07:54:45.509,True,True
176343645,0.03289000,0.23900000,197110517,197110517,2020-10-12 07:54:45.606,True,True
176343646,0.03289000,0.41400000,197110518,197110518,2020-10-12 07:54:45.714,True,True
176343647,0.03289000,0.46600000,197110519,197110519,2020-10-12 07:54:45.819,True,True
176343648,0.03288500,2.26200000,197110520,197110520,2020-10-12 07:54:45.926,True,True
176343649,0.03288500,0.02000000,197110521,197110521,2020-10-12 07:54:54.414,True,True
176343650,0.03288700,0.03900000,197110522,197110522,2020-10-12 07:54:54.817,False,True
176343651,0.03288900,0.58600000,197110523,197110523,2020-10-12 07:54:55.132,False,True
176343652,0.03288900,0.02600000,197110524,197110524,2020-10-12 07:55:04.426,False,True
176343653,0.03288900,0.82500000,197110525,197110525,2020-10-12 07:55:05.650,False,True
176343654,0.03288900,28.61400000,197110526,197110526,2020-10-12 07:55:06.698,False,True
176343655,0.03288900,0.80100000,197110527,197110527,2020-10-12 07:55:06.754,False,True
176343656,0.03288800,10.00000000,197110528,197110528,2020-10-12 07:55:06.889,True,True
176343657,0.03288900,16.39900000,197110529,197110529,2020-10-12 07:55:06.916,False,True
176343658,0.03288900,14.13200000,197110530,197110530,2020-10-12 07:55:07.018,False,True
176343659,0.03288900,14.85000000,197110531,197110531,2020-10-12 07:55:07.138,False,True
176343660,0.03288900,0.45600000,197110532,197110532,2020-10-12 07:55:07.249,False,True
176343661,0.03288900,0.91200000,197110533,197110533,2020-10-12 07:55:07.532,False,True
176343662,0.03288900,13.75200000,197110534,197110534,2020-10-12 07:55:08.056,False,True
176343663,0.03288900,9.09500000,197110535,197110535,2020-10-12 07:55:08.157,False,True
176343664,0.03288900,0.43800000,197110536,197110536,2020-10-12 07:55:08.264,False,True
176343665,0.03288800,0.23000000,197110537,197110537,2020-10-12 07:55:08.908,True,True
176343666,0.03288800,0.15200000,197110538,197110538,2020-10-12 07:55:08.915,True,True
176343667,0.03288800,0.58900000,197110539,197110539,2020-10-12 07:55:09.007,True,True
176343668,0.03288800,3.21100000,197110540,197110540,2020-10-12 07:55:09.633,True,True
176343669,0.03288800,0.13300000,197110541,197110541,2020-10-12 07:55:09.743,True,True
176343670,0.03288900,0.08600000,197110542,197110542,2020-10-12 07:55:11.343,False,True
176343671,0.03288900,0.15100000,197110543,197110543,2020-10-12 07:55:11.888,False,True
176343672,0.03288800,0.02600000,197110544,197110544,2020-10-12 07:55:13.604,True,True
176343673,0.03288800,0.02700000,197110545,197110545,2020-10-12 07:55:13.975,True,True
176343674,0.03288800,0.04300000,197110546,197110546,2020-10-12 07:55:14.641,True,True
176343675,0.03288800,0.32800000,197110547,197110547,2020-10-12 07:55:15.401,True,True
176343676,0.03288800,0.97800000,197110548,197110548,2020-10-12 07:55:24.142,True,True
176343677,0.03288900,0.17400000,197110549,197110549,2020-10-12 07:55:27.739,False,True
176343678,0.03288800,0.26100000,197110550,197110550,2020-10-12 07:55:32.113,True,True
176343679,0.03288800,15.10100000,197110551,197110552,2020-10-12 07:55:32.175,True,True
176343680,0.03288700,1.00000000,197110553,197110553,2020-10-12 07:55:34.426,True,True
176343681,0.03288600,1.94500000,197110554,197110554,2020-10-12 07:55:34.627,True,True
176343682,0.03288600,0.27000000,197110555,197110555,2020-10-12 07:55:40.130,True,True
176343683,0.03288600,0.26800000,197110556,197110556,2020-10-12 07:55:42.126,True,True
176343684,0.03288600,0.26800000,197110557,197110557,2020-10-12 07:55:43.126,True,True
176343685,0.03288700,0.40100000,197110558,197110558,2020-10-12 07:55:48.663,False,True
176343686,0.03288600,0.19400000,197110559,197110559,2020-10-12 07:55:53.073,True,True
176343687,0.03288400,0.25800000,197110560,197110560,2020-10-12 07:55:58.682,True,True
176343688,0.03288500,0.01900000,197110561,197110561,2020-10-12 07:56:00.315,False,True
176343689,0.03288400,1.80000000,197110562,197110562,2020-10-12 07:56:01.458,True,True
176343690,0.03288400,1.82200000,197110563,197110564,2020-10-12 07:56:02.076,True,True
176343691,0.03288300,0.05000000,197110565,197110565,2020-10-12 07:56:02.108,True,True
176343692,0.03288200,7.95000000,197110566,197110566,2020-10-12 07:56:02.108,True,True
176343693,0.03288400,1.00000000,197110567,197110567,2020-10-12 07:56:02.167,True,True
176343694,0.03288400,0.15800000,197110568,197110568,2020-10-12 07:56:04.269,False,True
176343695,0.03288400,0.46600000,197110569,197110569,2020-10-12 07:56:04.598,False,True
176343696,0.03288700,0.38500000,197110570,197110570,2020-10-12 07:56:19.249,True,True
176343697,0.03288700,0.51100000,197110571,197110571,2020-10-12 07:56:22.537,True,True
176343698,0.03288800,15.80200000,197110572,197110573,2020-10-12 07:56:23.002,False,True
176343699,0.03288800,5.31700000,197110574,197110574,2020-10-12 07:56:23.099,False,True
176343700,0.03288800,10.76800000,197110575,197110575,2020-10-12 07:56:23.205,False,True
176343701,0.03288800,13.23200000,197110576,197110576,2020-10-12 07:56:23.308,False,True
176343702,0.03288700,3.00000000,197110577,197110578,2020-10-12 07:56:23.797,True,True
176343703,0.03288800,0.72300000,197110579,197110579,2020-10-12 07:56:24.791,False,True
176343704,0.03288900,8.03400000,197110580,197110580,2020-10-12 07:56:25.116,False,True
176343705,0.03288900,0.60900000,197110581,197110581,2020-10-12 07:56:25.853,False,True
176343706,0.03288900,0.93100000,197110582,197110582,2020-10-12 07:56:26.801,False,True
176343707,0.03288900,0.38500000,197110583,197110583,2020-10-12 07:56:27.424,False,True
176343708,0.03288900,0.08100000,197110584,197110584,2020-10-12 07:56:27.522,False,True
176343709,0.03288900,0.30500000,197110585,197110585,2020-10-12 07:56:28.267,False,True
176343710,0.03288900,0.44100000,197110586,197110586,2020-10-12 07:56:28.472,False,True
176343711,0.03288900,0.03600000,197110587,197110587,2020-10-12 07:56:29.486,False,True
176343712,0.03288900,15.66300000,197110588,197110588,2020-10-12 07:56:29.627,False,True
176343713,0.03288900,9.09500000,197110589,197110589,2020-10-12 07:56:29.836,False,True
176343714,0.03288900,14.53400000,197110590,197110590,2020-10-12 07:56:30.161,False,True
176343715,0.03288900,4.00000000,197110591,197110591,2020-10-12 07:56:30.295,False,True
176343716,0.03288900,15.29600000,197110592,197110592,2020-10-12 07:56:30.389,False,True
176343717,0.03288900,0.39800000,197110593,197110593,2020-10-12 07:56:30.476,False,True
176343718,0.03288900,0.39800000,197110594,197110594,2020-10-12 07:56:30.576,False,True
176343719,0.03288800,17.42400000,197110595,197110596,2020-10-12 07:56:30.728,True,True
176343720,0.03288900,0.30400000,197110597,197110597,2020-10-12 07:56:32.608,False,True
176343721,0.03288900,0.15100000,197110598,197110598,2020-10-12 07:56:32.857,False,True
176343722,0.03288900,0.10800000,197110599,197110599,2020-10-12 07:56:34.213,False,True
176343723,0.03288900,4.72300000,197110600,197110600,2020-10-12 07:56:34.913,False,True
176343724,0.03288800,0.00500000,197110601,197110601,2020-10-12 07:56:40.366,True,True
176343725,0.03288900,3.08800000,197110602,197110602,2020-10-12 07:56:51.927,False,True
176343726,0.03288900,0.11300000,197110603,197110603,2020-10-12 07:57:10.793,False,True
176343727,0.03288900,0.11300000,197110604,197110604,2020-10-12 07:57:10.810,False,True
176343728,0.03288900,0.02600000,197110605,197110605,2020-10-12 07:57:12.176,False,True
176343729,0.03288900,0.04300000,197110606,197110606,2020-10-12 07:57:13.080,False,True
176343730,0.03288800,0.15200000,197110607,197110607,2020-10-12 07:57:22.369,True,True
176343731,0.03288800,0.84300000,197110608,197110608,2020-10-12 07:57:22.467,True,True
176343732,0.03288600,0.29000000,197110609,197110609,2020-10-12 07:57:27.482,True,True
176343733,0.03288700,8.96700000,197110610,197110610,2020-10-12 07:57:32.733,False,True
176343734,0.03288700,0.46200000,197110611,197110611,2020-10-12 07:57:32.839,False,True
176343735,0.03288700,0.40600000,197110612,197110612,2020-10-12 07:57:58.142,False,True
176343736,0.03288700,0.04300000,197110613,197110613,2020-10-12 07:58:00.520,False,True
176343737,0.03288600,0.02200000,197110614,197110614,2020-10-12 07:58:04.338,True,True
176343738,0.03288700,5.06400000,197110615,197110616,2020-10-12 07:58:05.355,False,True
176343739,0.03288700,5.06200000,197110617,197110617,2020-10-12 07:58:07.359,False,True
176343740,0.03288700,5.06200000,197110618,197110618,2020-10-12 07:58:08.359,False,True
176343741,0.03288700,0.04300000,197110619,197110619,2020-10-12 07:58:08.897,False,True
176343742,0.03288700,1.93600000,197110620,197110620,2020-10-12 07:58:10.304,False,True
176343743,0.03288700,0.04400000,197110621,197110621,2020-10-12 07:58:11.008,False,True
176343744,0.03288600,0.68800000,197110622,197110622,2020-10-12 07:58:19.226,True,True
176343745,0.03288100,0.31200000,197110623,197110624,2020-10-12 07:58:19.226,True,True
176343746,0.03288500,0.04100000,197110625,197110625,2020-10-12 07:58:23.374,True,True
176343747,0.03288600,0.00400000,197110626,197110626,2020-10-12 07:58:35.826,False,True
176343748,0.03288600,7.29800000,197110627,197110629,2020-10-12 07:58:43.068,True,True
176343749,0.03288500,23.95900000,197110630,197110630,2020-10-12 07:58:43.068,True,True
176343750,0.03288300,0.18100000,197110631,197110631,2020-10-12 07:58:43.068,True,True
176343751,0.03288100,4.00400000,197110632,197110633,2020-10-12 07:58:43.068,True,True
176343752,0.03288000,80.00000000,197110634,197110635,2020-10-12 07:58:43.068,True,True
176343753,0.03287700,1.75700000,197110636,197110637,2020-10-12 07:58:43.068,True,True
176343754,0.03287600,5.34600000,197110638,197110638,2020-10-12 07:58:43.068,True,True
176343755,0.03287500,22.87600000,197110639,197110643,2020-10-12 07:58:43.068,True,True
176343756,0.03287400,18.71400000,197110644,197110645,2020-10-12 07:58:43.068,True,True
176343757,0.03287300,6.37400000,197110646,197110647,2020-10-12 07:58:43.068,True,True
176343758,0.03287200,24.03900000,197110648,197110651,2020-10-12 07:58:43.068,True,True
176343759,0.03287100,6.08200000,197110652,197110652,2020-10-12 07:58:43.068,True,True
176343760,0.03287000,6.08600000,197110653,197110654,2020-10-12 07:58:43.068,True,True
176343761,0.03287000,56.79100000,197110655,197110655,2020-10-12 07:58:43.085,False,True
176343762,0.03287000,0.37500000,197110656,197110656,2020-10-12 07:58:43.137,False,True
176343763,0.03287000,2.72700000,197110657,197110657,2020-10-12 07:58:43.213,False,True
176343764,0.03287000,2.05600000,197110658,197110658,2020-10-12 07:58:43.324,False,True
176343765,0.03287000,2.04600000,197110659,197110659,2020-10-12 07:58:43.434,False,True
176343766,0.03287000,11.73800000,197110660,197110660,2020-10-12 07:58:43.525,False,True
176343767,0.03287000,10.49800000,197110661,197110661,2020-10-12 07:58:44.124,False,True
176343768,0.03287000,1.82500000,197110662,197110662,2020-10-12 07:58:44.274,False,True
176343769,0.03287000,0.91300000,197110663,197110663,2020-10-12 07:58:44.373,False,True
176343770,0.03287000,0.69600000,197110664,197110664,2020-10-12 07:58:44.489,False,True
176343771,0.03287000,14.69400000,197110665,197110665,2020-10-12 07:58:44.611,False,True
176343772,0.03287000,0.18200000,197110666,197110666,2020-10-12 07:58:44.698,False,True
176343773,0.03287000,15.83000000,197110667,197110667,2020-10-12 07:58:44.815,False,True
176343774,0.03287000,15.78600000,197110668,197110668,2020-10-12 07:58:45.018,False,True
176343775,0.03287000,16.55100000,197110669,197110669,2020-10-12 07:58:45.174,False,True
176343776,0.03287000,14.70100000,197110670,197110670,2020-10-12 07:58:45.320,False,True
176343777,0.03287000,3.83900000,197110671,197110671,2020-10-12 07:58:45.427,False,True
176343778,0.03287000,0.00400000,197110672,197110672,2020-10-12 07:58:45.655,False,True
176343779,0.03287000,4.00000000,197110673,197110673,2020-10-12 07:58:46.690,False,True
176343780,0.03287000,14.37600000,197110674,197110674,2020-10-12 07:58:46.792,False,True
176343781,0.03287000,8.48000000,197110675,197110675,2020-10-12 07:58:46.919,False,True
176343782,0.03287000,14.23600000,197110676,197110676,2020-10-12 07:58:47.109,False,True
176343783,0.03287000,5.00000000,197110677,197110677,2020-10-12 07:58:47.208,False,True
176343784,0.03287000,4.00000000,197110678,197110678,2020-10-12 07:58:47.322,False,True
176343785,0.03287000,4.00000000,197110679,197110679,2020-10-12 07:58:47.424,False,True
176343786,0.03287000,16.18400000,197110680,197110680,2020-10-12 07:58:47.532,False,True
176343787,0.03287000,9.00000000,197110681,197110681,2020-10-12 07:58:47.651,False,True
176343788,0.03287000,15.67400000,197110682,197110682,2020-10-12 07:58:47.735,False,True
176343789,0.03287000,4.00000000,197110683,197110683,2020-10-12 07:58:47.844,False,True
176343790,0.03287000,4.78400000,197110684,197110684,2020-10-12 07:58:47.949,False,True
176343791,0.03287000,9.00000000,197110685,197110685,2020-10-12 07:58:48.138,False,True
176343792,0.03287000,16.37800000,197110686,197110686,2020-10-12 07:58:48.457,False,True
176343793,0.03287000,16.36500000,197110687,197110687,2020-10-12 07:58:48.566,False,True
176343794,0.03287000,15.31600000,197110688,197110688,2020-10-12 07:58:48.664,False,True
176343795,0.03286900,0.12100000,197110689,197110689,2020-10-12 07:58:48.748,True,True
176343796,0.03287000,15.60400000,197110690,197110690,2020-10-12 07:58:48.769,False,True
176343797,0.03287000,3.52800000,197110691,197110691,2020-10-12 07:58:48.879,False,True
176343798,0.03287000,12.60100000,197110692,197110692,2020-10-12 07:58:49.095,False,True
176343799,0.03287000,14.24900000,197110693,197110693,2020-10-12 07:58:49.201,False,True
176343800,0.03287000,16.52900000,197110694,197110694,2020-10-12 07:58:49.302,False,True
176343801,0.03287000,15.66500000,197110695,197110695,2020-10-12 07:58:49.403,False,True
176343802,0.03287000,13.96100000,197110696,197110696,2020-10-12 07:58:49.509,False,True
176343803,0.03287000,10.09600000,197110697,197110697,2020-10-12 07:58:49.622,False,True
176343804,0.03287000,15.11000000,197110698,197110698,2020-10-12 07:58:49.765,False,True
176343805,0.03287000,15.62800000,197110699,197110699,2020-10-12 07:58:49.839,False,True
176343806,0.03287000,16.22100000,197110700,197110700,2020-10-12 07:58:49.952,False,True
176343807,0.03287000,15.09000000,197110701,197110701,2020-10-12 07:58:50.064,False,True
176343808,0.03287000,0.13300000,197110702,197110702,2020-10-12 07:58:50.077,False,True
176343809,0.03287000,16.35300000,197110703,197110703,2020-10-12 07:58:50.153,False,True
176343810,0.03287000,11.76200000,197110704,197110704,2020-10-12 07:58:50.250,False,True
176343811,0.03287000,0.96500000,197110705,197110705,2020-10-12 07:58:50.364,False,True
176343812,0.03287000,14.13500000,197110706,197110706,2020-10-12 07:58:50.576,False,True
176343813,0.03287000,16.04800000,197110707,197110707,2020-10-12 07:58:50.677,False,True
176343814,0.03287000,0.21500000,197110708,197110708,2020-10-12 07:58:50.678,False,True
176343815,0.03287000,14.31600000,197110709,197110709,2020-10-12 07:58:50.777,False,True
176343816,0.03287000,11.55200000,197110710,197110710,2020-10-12 07:58:51.078,False,True
176343817,0.03287000,0.25900000,197110711,197110711,2020-10-12 07:58:51.952,False,True
176343818,0.03287000,14.44600000,197110712,197110712,2020-10-12 07:58:52.031,False,True
176343819,0.03287000,16.28000000,197110713,197110713,2020-10-12 07:58:52.141,False,True
176343820,0.03287000,17.57300000,197110714,197110714,2020-10-12 07:58:52.180,False,True
176343821,0.03287000,13.90400000,197110715,197110715,2020-10-12 07:58:52.239,False,True
176343822,0.03287000,16.43900000,197110716,197110716,2020-10-12 07:58:52.346,False,True
176343823,0.03287000,13.71300000,197110717,197110717,2020-10-12 07:58:52.450,False,True
176343824,0.03287000,0.23700000,197110718,197110718,2020-10-12 07:58:52.504,False,True
176343825,0.03287000,5.63500000,197110719,197110719,2020-10-12 07:58:52.553,False,True
176343826,0.03287000,0.00600000,197110720,197110720,2020-10-12 07:58:52.610,False,True
176343827,0.03287000,2.67000000,197110721,197110721,2020-10-12 07:58:52.759,False,True
176343828,0.03287000,15.60300000,197110722,197110722,2020-10-12 07:58:52.965,False,True
176343829,0.03287000,14.44500000,197110723,197110723,2020-10-12 07:58:53.269,False,True
176343830,0.03287000,9.00000000,197110724,197110724,2020-10-12 07:58:53.587,False,True
176343831,0.03287000,0.17300000,197110725,197110725,2020-10-12 07:58:53.791,False,True
176343832,0.03287000,3.51800000,197110726,197110726,2020-10-12 07:58:53.797,False,True
176343833,0.03287000,0.00500000,197110727,197110727,2020-10-12 07:58:54.154,False,True
176343834,0.03287000,18.75000000,197110728,197110728,2020-10-12 07:58:54.192,False,True
176343835,0.03287000,18.75000000,197110729,197110729,2020-10-12 07:58:54.204,False,True
176343836,0.03287000,30.07000000,197110730,197110730,2020-10-12 07:58:54.205,False,True
176343837,0.03287300,0.28100000,197110731,197110731,2020-10-12 07:58:54.228,False,True
176343838,0.03287500,0.00400000,197110732,197110732,2020-10-12 07:58:54.249,False,True
176343839,0.03287800,7.99600000,197110733,197110733,2020-10-12 07:58:54.249,False,True
176343840,0.03287800,1.12400000,197110734,197110734,2020-10-12 07:58:54.277,False,True
