Bid Price,Bid Quantity,Ask Price,Ask Quantity
0.00263500,52.65000000,0.00268840,0.17000000
0.00263490,6.52000000,0.00268850,106.57000000
0.00263480,6.88000000,0.00268860,40.79000000
0.00263470,4.62000000,0.00268880,45.87000000
0.00263460,2.00000000,0.00268890,3.69000000
0.00263450,3.80000000,0.00268900,3.31000000
0.00263440,2.66000000,0.00268910,0.10000000
0.00263430,1.41000000,0.00268920,0.80000000
0.00263420,2.34000000,0.00268930,1.17000000
0.00263410,7.87000000,0.00268940,11.38000000
0.00263400,136.81000000,0.00268950,1.51000000
0.00263390,2.18000000,0.00268960,0.89000000
0.00263380,1.58000000,0.00268970,4.52000000
0.00263370,2.65000000,0.00268980,0.82000000
0.00263360,0.21000000,0.00268990,4.46000000
0.00263350,5.57000000,0.00269000,551.62000000
0.00263340,3.46000000,0.00269010,4.60000000
0.00263330,12.44000000,0.00269020,0.63000000
0.00263320,9.08000000,0.00269030,0.08000000
0.00263310,8.43000000,0.00269040,0.68000000
0.00263300,44.00000000,0.00269050,16.27000000
0.00263290,8.39000000,0.00269060,2.94000000
0.00263280,2.84000000,0.00269070,0.59000000
0.00263270,21.48000000,0.00269080,0.97000000
0.00263260,51.48000000,0.00269090,0.86000000
0.00263250,104.82000000,0.00269100,517.11000000
0.00263240,11.70000000,0.00269110,4.51000000
0.00263230,0.53000000,0.00269120,0.21000000
0.00263220,333.60000000,0.00269130,3.26000000
0.00263210,10.21000000,0.00269140,4.65000000
0.00263200,2.74000000,0.00269150,3.82000000
0.00263190,3.22000000,0.00269160,2.56000000
0.00263180,40.85000000,0.00269170,5.78000000
0.00263170,1.65000000,0.00269180,11.50000000
0.00263160,13.50000000,0.00269190,34.22000000
0.00263150,4.06000000,0.00269200,7.49000000
0.00263140,1.94000000,0.00269210,42.59000000
0.00263130,5.60000000,0.00269220,2.64000000
0.00263120,11.11000000,0.00269230,15.30000000
0.00263110,0.26000000,0.00269240,207.60000000
0.00263100,41.47000000,0.00269250,4.90000000
0.00263090,6.02000000,0.00269260,12.56000000
0.00263080,13.99000000,0.00269270,50.22000000
0.00263070,1.69000000,0.00269280,10.18000000
0.00263060,1.18000000,0.00269290,5.78000000
0.00263050,0.51000000,0.00269300,5.17000000
0.00263040,14.44000000,0.00269310,0.05000000
0.00263030,40.48000000,0.00269320,23.38000000
0.00263020,1.60000000,0.00269330,10.47000000
0.00263010,14.70000000,0.00269350,0.05000000
0.00263000,35.68000000,0.00269360,10.21000000
0.00262990,9.27000000,0.00269370,4.24000000
0.00262980,0.12000000,0.00269380,7.51000000
0.00262970,878.49000000,0.00269390,5.48000000
0.00262960,2.95000000,0.00269400,8.20000000
0.00262950,6.16000000,0.00269410,2.76000000
0.00262940,0.99000000,0.00269420,9.85000000
0.00262930,0.86000000,0.00269430,1.25000000
0.00262920,6.97000000,0.00269440,0.14000000
0.00262910,6.20000000,0.00269450,4.11000000
0.00262900,2.96000000,0.00269460,9.34000000
0.00262890,2.00000000,0.00269470,6.57000000
0.00262880,4.08000000,0.00269480,6.48000000
0.00262870,1.12000000,0.00269490,0.33000000
0.00262860,0.10000000,0.00269500,99.15000000
0.00262850,1.79000000,0.00269510,0.91000000
0.00262840,8.33000000,0.00269520,6.49000000
0.00262830,17.99000000,0.00269530,9.31000000
0.00262820,0.07000000,0.00269540,0.56000000
0.00262810,0.08000000,0.00269550,4.72000000
0.00262800,32.61000000,0.00269560,17.10000000
0.00262790,3.93000000,0.00269570,0.08000000
0.00262780,6.38000000,0.00269590,22.46000000
0.00262770,2.78000000,0.00269600,6.78000000
0.00262760,1.77000000,0.00269610,4.55000000
0.00262750,3.65000000,0.00269620,6.68000000
0.00262740,0.32000000,0.00269630,5.79000000
0.00262730,19.85000000,0.00269640,8.29000000
0.00262720,3.24000000,0.00269650,7.87000000
0.00262710,0.58000000,0.00269660,11.68000000
0.00262700,1.42000000,0.00269670,8.58000000
0.00262690,1.73000000,0.00269680,15.53000000
0.00262680,4.13000000,0.00269690,4.85000000
0.00262670,1.49000000,0.00269700,12.38000000
0.00262660,109.91000000,0.00269720,5.43000000
0.00262650,105.69000000,0.00269740,2.90000000
0.00262640,3.02000000,0.00269750,21.22000000
0.00262630,10.05000000,0.00269760,6.27000000
0.00262620,7.88000000,0.00269780,6.97000000
0.00262610,1.34000000,0.00269790,0.06000000
0.00262600,3.30000000,0.00269800,9.85000000
0.00262580,2.77000000,0.00269810,0.73000000
0.00262570,2.44000000,0.00269820,0.42000000
0.00262560,12.68000000,0.00269830,8.67000000
0.00262550,0.20000000,0.00269840,3.05000000
0.00262540,4.43000000,0.00269850,11.03000000
0.00262530,4.58000000,0.00269860,0.55000000
0.00262520,93.20000000,0.00269880,4.50000000
0.00262510,4.69000000,0.00269890,0.56000000
0.00262500,7.50000000,0.00269900,563.85000000
0.00262490,5.13000000,0.00269910,0.61000000
0.00262480,1.15000000,0.00269920,0.71000000
0.00262470,0.19000000,0.00269930,0.41000000
0.00262460,1.31000000,0.00269940,5.10000000
0.00262450,0.13000000,0.00269950,52.36000000
0.00262440,1.42000000,0.00269960,2.99000000
0.00262430,31.57000000,0.00269970,15.97000000
0.00262420,1.34000000,0.00269980,10.35000000
0.00262410,6.22000000,0.00269990,14.30000000
0.00262400,1.96000000,0.00270000,2889.82000000
0.00262390,3.93000000,0.00270010,105.80000000
0.00262380,0.69000000,0.00270020,3.84000000
0.00262370,0.18000000,0.00270030,2.71000000
0.00262360,294.00000000,0.00270040,1.65000000
0.00262350,6.71000000,0.00270050,4.58000000
0.00262340,5.70000000,0.00270060,4.45000000
0.00262330,1.20000000,0.00270070,0.39000000
0.00262320,0.08000000,0.00270090,22.03000000
0.00262310,5.72000000,0.00270100,7.76000000
0.00262300,6.01000000,0.00270110,4.73000000
0.00262290,4.30000000,0.00270120,2.55000000
0.00262280,0.23000000,0.00270130,1.19000000
0.00262270,2.10000000,0.00270140,24.15000000
0.00262260,6.06000000,0.00270150,11.38000000
0.00262250,3.42000000,0.00270170,3.23000000
0.00262240,0.73000000,0.00270180,5.10000000
0.00262230,6.92000000,0.00270190,5.61000000
0.00262220,4.54000000,0.00270200,32.31000000
0.00262210,0.53000000,0.00270210,1.12000000
0.00262200,32.69000000,0.00270220,2.45000000
0.00262190,11.17000000,0.00270230,10.82000000
0.00262180,2.22000000,0.00270240,128.36000000
0.00262170,4.68000000,0.00270250,11.71000000
0.00262160,1.84000000,0.00270260,5.73000000
0.00262150,3.32000000,0.00270270,2.62000000
0.00262140,2.66000000,0.00270280,7.05000000
0.00262130,0.51000000,0.00270290,4.18000000
0.00262120,9.75000000,0.00270300,5.67000000
0.00262110,29.65000000,0.00270310,5.90000000
0.00262100,16.07000000,0.00270320,3.85000000
0.00262090,1.66000000,0.00270330,0.48000000
0.00262080,1.20000000,0.00270340,1.87000000
0.00262070,1.22000000,0.00270350,2.49000000
0.00262060,5.70000000,0.00270360,1.68000000
0.00262050,5.45000000,0.00270370,2.66000000
0.00262040,698.36000000,0.00270380,0.19000000
0.00262030,0.05000000,0.00270390,0.80000000
0.00262020,3.33000000,0.00270400,2.92000000
0.00262010,4.30000000,0.00270410,3.90000000
0.00262000,184.73000000,0.00270420,1.91000000
0.00261990,1.03000000,0.00270430,4.21000000
0.00261980,0.09000000,0.00270440,10.86000000
0.00261970,0.34000000,0.00270450,1.73000000
0.00261960,3.20000000,0.00270460,3.94000000
0.00261950,8.14000000,0.00270470,0.04000000
0.00261940,0.33000000,0.00270480,6.68000000
0.00261930,1.96000000,0.00270490,0.89000000
0.00261910,0.81000000,0.00270500,19.03000000
0.00261900,3.14000000,0.00270510,12.16000000
0.00261890,2.58000000,0.00270520,1.61000000
0.00261880,3.38000000,0.00270530,1.10000000
0.00261870,2.81000000,0.00270540,1.22000000
0.00261850,49.05000000,0.00270550,3.90000000
0.00261840,1.24000000,0.00270560,0.17000000
0.00261830,3.46000000,0.00270570,2.12000000
0.00261820,12.24000000,0.00270580,1.44000000
0.00261810,2.99000000,0.00270590,42.07000000
0.00261800,2.99000000,0.00270600,10.77000000
0.00261790,1.30000000,0.00270610,3.60000000
0.00261780,7.16000000,0.00270620,14.34000000
0.00261770,1.49000000,0.00270630,1.20000000
0.00261760,0.09000000,0.00270640,0.39000000
0.00261750,3.68000000,0.00270650,12.23000000
0.00261740,2.36000000,0.00270660,5.82000000
0.00261730,5.18000000,0.00270670,2.48000000
0.00261720,1.08000000,0.00270680,1.52000000
0.00261710,405.25000000,0.00270690,1.64000000
0.00261700,0.81000000,0.00270700,1.17000000
0.00261690,1.56000000,0.00270710,1.15000000
0.00261680,1.37000000,0.00270720,1.87000000
0.00261670,0.25000000,0.00270730,0.10000000
0.00261660,6.79000000,0.00270740,6.35000000
0.00261650,268.97000000,0.00270750,43.35000000
0.00261620,0.26000000,0.00270760,4.81000000
0.00261610,411.93000000,0.00270770,14.75000000
0.00261600,2.99000000,0.00270780,4.20000000
0.00261580,3.29000000,0.00270790,2.81000000
0.00261570,3.40000000,0.00270800,0.38000000
0.00261560,0.55000000,0.00270810,10.16000000
0.00261550,0.75000000,0.00270820,0.79000000
0.00261540,4.24000000,0.00270830,1.11000000
0.00261530,0.44000000,0.00270840,0.59000000
0.00261520,13.30000000,0.00270850,6.80000000
0.00261510,2.27000000,0.00270860,3.49000000
0.00261500,4.00000000,0.00270870,19.22000000
0.00261480,0.77000000,0.00270880,13.40000000
0.00261470,0.13000000,0.00270890,0.54000000
0.00261460,0.68000000,0.00270900,4.39000000
0.00261450,1.00000000,0.00270920,0.96000000
0.00261440,1.89000000,0.00270930,11.02000000
0.00261430,0.28000000,0.00270940,1.30000000
0.00261420,350.59000000,0.00270950,3.00000000
0.00261410,1.24000000,0.00270960,40.19000000
0.00261400,4.56000000,0.00270970,0.45000000
0.00261390,10.21000000,0.00270980,0.27000000
0.00261380,2.39000000,0.00270990,0.96000000
0.00261370,0.63000000,0.00271000,619.45000000
0.00261350,4.04000000,0.00271010,35.43000000
0.00261340,0.17000000,0.00271030,53.10000000
0.00261330,4.11000000,0.00271040,0.08000000
0.00261320,23.42000000,0.00271050,107.32000000
0.00261310,3.60000000,0.00271060,0.67000000
0.00261300,5.92000000,0.00271070,3.70000000
0.00261290,0.61000000,0.00271080,0.15000000
0.00261280,2.47000000,0.00271090,2.00000000
0.00261270,10.58000000,0.00271100,279.19000000
0.00261260,13.99000000,0.00271110,6.68000000
0.00261250,0.09000000,0.00271120,1.03000000
0.00261240,8.64000000,0.00271140,4.28000000
0.00261230,0.26000000,0.00271150,0.10000000
0.00261220,0.41000000,0.00271160,0.13000000
0.00261210,287.34000000,0.00271180,0.23000000
0.00261200,9.08000000,0.00271190,14.47000000
0.00261190,3.82000000,0.00271200,15.24000000
0.00261180,1.83000000,0.00271210,104.08000000
0.00261170,0.08000000,0.00271220,20.53000000
0.00261150,4.12000000,0.00271230,244.32000000
0.00261140,0.68000000,0.00271240,5.71000000
0.00261130,0.05000000,0.00271270,0.14000000
0.00261120,0.44000000,0.00271280,0.05000000
0.00261110,5.83000000,0.00271290,3.80000000
0.00261100,15.22000000,0.00271300,3.83000000
0.00261090,7.61000000,0.00271310,3.39000000
0.00261080,0.05000000,0.00271320,1.34000000
0.00261070,5.51000000,0.00271330,1.86000000
0.00261060,2.63000000,0.00271340,1.20000000
0.00261050,1.76000000,0.00271350,1.00000000
0.00261040,26.99000000,0.00271360,2.75000000
0.00261030,6.79000000,0.00271370,20.72000000
0.00261020,5.15000000,0.00271380,1.45000000
0.00261010,97.02000000,0.00271390,0.36000000
0.00261000,317.39000000,0.00271400,4.08000000
0.00260990,0.96000000,0.00271420,2.79000000
0.00260980,2.70000000,0.00271430,4.04000000
0.00260970,3.15000000,0.00271440,7.81000000
0.00260960,6.90000000,0.00271450,417.60000000
0.00260950,1.28000000,0.00271460,0.74000000
0.00260940,2.70000000,0.00271490,3.24000000
0.00260930,0.24000000,0.00271500,172.08000000
0.00260920,2.15000000,0.00271520,6.13000000
0.00260910,0.09000000,0.00271530,0.18000000
0.00260900,0.97000000,0.00271540,2.37000000
0.00260890,15.63000000,0.00271550,1.82000000
0.00260880,31.38000000,0.00271560,9.88000000
0.00260870,1.34000000,0.00271570,0.43000000
0.00260860,6.40000000,0.00271580,1.13000000
0.00260850,3.44000000,0.00271600,9.36000000
0.00260840,51.38000000,0.00271610,1.60000000
0.00260830,8.55000000,0.00271620,0.25000000
0.00260820,0.44000000,0.00271630,0.21000000
0.00260810,419.11000000,0.00271650,1.00000000
0.00260800,0.97000000,0.00271660,4.89000000
0.00260790,4.01000000,0.00271670,1.07000000
0.00260780,1.56000000,0.00271680,9.40000000
0.00260770,0.18000000,0.00271700,7.99000000
0.00260760,3.04000000,0.00271710,29.00000000
0.00260750,0.23000000,0.00271720,0.60000000
0.00260740,0.07000000,0.00271730,8.32000000
0.00260730,1.80000000,0.00271740,1.60000000
0.00260720,5.58000000,0.00271750,30.15000000
0.00260710,4.38000000,0.00271760,2.95000000
0.00260700,5.18000000,0.00271770,0.25000000
0.00260690,15.08000000,0.00271780,0.88000000
0.00260680,0.20000000,0.00271790,0.53000000
0.00260670,0.99000000,0.00271800,2.82000000
0.00260660,2.08000000,0.00271810,8.99000000
0.00260650,81.29000000,0.00271820,0.18000000
0.00260640,10.56000000,0.00271830,545.21000000
0.00260630,1.86000000,0.00271840,1.05000000
0.00260620,6.63000000,0.00271850,104.23000000
0.00260610,2.06000000,0.00271860,0.52000000
0.00260600,0.44000000,0.00271870,7.18000000
0.00260590,1.40000000,0.00271880,8.07000000
0.00260580,0.72000000,0.00271890,1.81000000
0.00260570,0.61000000,0.00271900,55.55000000
0.00260560,27.19000000,0.00271910,0.12000000
0.00260550,2.32000000,0.00271920,0.11000000
0.00260540,11.90000000,0.00271930,1.70000000
0.00260530,1.12000000,0.00271940,11.33000000
0.00260520,4.17000000,0.00271950,13.12000000
0.00260510,0.69000000,0.00271960,19.33000000
0.00260500,8.64000000,0.00271970,4.01000000
0.00260490,0.28000000,0.00271980,1.30000000
0.00260480,150.67000000,0.00271990,0.59000000
0.00260470,4.25000000,0.00272000,63.96000000
0.00260460,1.00000000,0.00272010,2.01000000
0.00260450,0.41000000,0.00272020,0.60000000
0.00260430,6.48000000,0.00272030,2.60000000
0.00260420,9.96000000,0.00272040,0.58000000
0.00260410,1.00000000,0.00272050,5.68000000
0.00260400,2.00000000,0.00272060,14.17000000
0.00260390,3.51000000,0.00272070,60.32000000
0.00260380,0.07000000,0.00272080,1.15000000
0.00260370,3.54000000,0.00272090,1.44000000
0.00260360,0.94000000,0.00272100,4.56000000
0.00260350,19.88000000,0.00272110,1.79000000
0.00260340,5.21000000,0.00272120,6.29000000
0.00260330,60.48000000,0.00272130,0.54000000
0.00260320,0.86000000,0.00272140,385.59000000
0.00260310,14.60000000,0.00272150,0.31000000
0.00260300,1.70000000,0.00272160,35.54000000
0.00260290,1.41000000,0.00272170,0.57000000
0.00260280,3.85000000,0.00272180,2.59000000
0.00260270,1.36000000,0.00272190,1.58000000
0.00260260,1.10000000,0.00272200,5.02000000
0.00260250,5.49000000,0.00272210,5.42000000
0.00260230,0.88000000,0.00272220,1.06000000
0.00260220,0.43000000,0.00272230,13.78000000
0.00260200,104.19000000,0.00272240,0.28000000
0.00260190,1.63000000,0.00272250,2.67000000
0.00260180,629.00000000,0.00272260,0.36000000
0.00260170,2.22000000,0.00272270,0.91000000
0.00260150,0.31000000,0.00272280,0.10000000
0.00260140,0.08000000,0.00272290,291.71000000
0.00260130,2.39000000,0.00272300,17.96000000
0.00260120,15.06000000,0.00272310,1.01000000
0.00260110,0.44000000,0.00272320,3.48000000
0.00260100,47.78000000,0.00272330,0.32000000
0.00260090,1.48000000,0.00272340,3.09000000
0.00260080,42.49000000,0.00272350,0.07000000
0.00260070,1.22000000,0.00272360,2.12000000
0.00260060,289.64000000,0.00272370,0.40000000
0.00260050,1.35000000,0.00272380,4.48000000
0.00260040,96.36000000,0.00272390,105.00000000
0.00260030,3.93000000,0.00272400,1.44000000
0.00260020,17.95000000,0.00272410,1.01000000
0.00260010,6.55000000,0.00272420,2.87000000
0.00260000,256.11000000,0.00272430,1.77000000
0.00259990,4.77000000,0.00272440,13.75000000
0.00259980,0.08000000,0.00272450,2.69000000
0.00259970,13.64000000,0.00272460,51.22000000
0.00259960,7.21000000,0.00272470,1.26000000
0.00259950,1.00000000,0.00272480,0.07000000
0.00259940,1.02000000,0.00272490,0.64000000
0.00259930,2.18000000,0.00272500,101.24000000
0.00259920,6.89000000,0.00272510,3.80000000
0.00259910,2.15000000,0.00272520,8.36000000
0.00259900,23.22000000,0.00272540,1.24000000
0.00259890,9.24000000,0.00272550,3.05000000
0.00259880,0.51000000,0.00272560,2.40000000
